-5	-4.8828442e+00
-4	-4.0453442e+00
-3	-3.5603442e+00
-2	-4.6784429e-01
-1	-5.5034428e-01
0	-7.7678443e+00
1	-1.1270344e+01
2	-1.0100344e+01
3	-8.3953443e+00
4	-8.8003443e+00
5	-2.7878443e+00
6	1.5946557e+00
7	4.4965572e-01
8	3.3296557e+00
9	-1.8034431e-01
10	-8.3034430e-01
11	-6.1284426e-01
12	1.4446557e+00
13	3.1646557e+00
14	1.4196557e+00
15	1.4221556e+00
16	1.9196558e+00
17	4.9546557e+00
18	2.5546557e+00
19	1.2096557e+00
20	2.0146557e+00
