-5	-1.4775189e+00
-4	8.5498105e-01
-3	2.4224811e+00
-2	1.4024811e+00
-1	3.2748108e-01
0	2.9284981e+01
1	3.5232481e+01
2	2.1954981e+01
3	1.1324981e+01
4	-2.0000190e+00
5	-1.3275190e+00
6	-3.3125189e+00
7	-5.5450189e+00
8	-5.0875189e+00
9	-5.4975190e+00
10	-3.7450190e+00
11	-6.0000189e+00
12	-6.9525189e+00
13	-5.8600190e+00
14	-5.4713912e+00
15	-6.2009830e+00
16	-3.4713912e+00
17	-2.2571055e+00
18	-6.2188402e+00
19	-8.3846565e+00
20	-4.4101667e+00
