-5	-2.5259784e+00
-4	7.7152159e-01
-3	-2.5234785e+00
-2	-2.9109785e+00
-1	-2.7534785e+00
0	8.5240216e+00
1	9.7040216e+00
2	1.8166522e+01
3	1.2556522e+01
4	1.1129022e+01
5	6.8740215e+00
6	4.4615215e+00
7	3.7640215e+00
8	1.4690216e+00
9	-3.2097847e-01
10	-2.5059784e+00
11	-1.6659785e+00
12	1.5565215e+00
13	-3.1184785e+00
14	-3.7097845e-01
15	2.8790216e+00
16	-4.5884784e+00
17	-3.7309785e+00
18	-1.1884784e+00
19	-4.7809785e+00
20	-4.4434784e+00
