-5	2.8195970e-01
-4	-2.4005403e+00
-3	-1.8405403e+00
-2	-2.1855403e+00
-1	-4.1055403e+00
0	-2.0935540e+01
1	-2.8370540e+01
2	-1.6115540e+01
3	-6.7105404e+00
4	-2.8580404e+00
5	-1.6804036e-01
6	-1.0805403e+00
7	5.3619596e+00
8	-9.9054030e-01
9	-8.3804033e-01
10	4.0195966e-01
11	-2.0054035e-01
12	2.3945963e-01
13	1.0119597e+00
14	-1.6280403e+00
15	2.2869597e+00
16	7.4945967e-01
17	2.4594596e+00
18	8.9459654e-02
19	8.2445969e-01
20	-2.0705403e+00
