-1.1000000e+01	-3.9670721e+00	1.9833680e+00	-2.9698006e+00	2.1672587e+00	-7.8825189e+00	2.8114698e+00	-3.5482113e+00	1.9078459e+00	-5.5609784e+00	1.8929618e+00	2.9096558e+00	2.0148145e+00	1.7419597e+00	2.3064219e+00	-5.9055156e+00	1.9760464e+00	-6.7766997e+00	2.6485849e+00	-6.0916729e+00	2.0200986e+00
-1.0000000e+01	-2.8012557e+00	2.2078033e+00	-6.7923006e+00	1.8147077e+00	-5.1600190e+00	2.1219338e+00	-4.9632113e+00	1.9021602e+00	-4.0259785e+00	1.8241720e+00	-2.8103442e+00	2.0727706e+00	-1.0455403e+00	2.0071331e+00	-7.3905156e+00	1.9392755e+00	-4.0541997e+00	2.4071077e+00	-2.7141729e+00	1.9669499e+00
-9.0000000e+00	-2.9135006e+00	2.4419261e+00	-4.7223006e+00	1.8820331e+00	-5.2825189e+00	1.8497390e+00	-4.2732113e+00	1.7770653e+00	-2.8009784e+00	1.7026861e+00	-3.3853442e+00	2.2267442e+00	-2.4755403e+00	2.0033264e+00	-3.6555156e+00	2.2279572e+00	8.7580036e-01	2.0596050e+00	-4.8841729e+00	2.1797254e+00
-8.0000000e+00	-7.4214900e-02	2.2320544e+00	-1.1948006e+00	1.9234088e+00	-1.5975189e+00	2.4654562e+00	-1.8657113e+00	1.4246620e+00	-2.5859785e+00	1.9309518e+00	-4.0128443e+00	2.0477517e+00	-5.1705403e+00	2.1639465e+00	-9.6051557e-01	1.7437631e+00	-3.8541997e+00	2.1049120e+00	-3.7666729e+00	1.5143064e+00
-7.0000000e+00	7.0129526e-01	2.3285521e+00	3.7769943e-01	1.9829593e+00	4.3998105e-01	1.6753207e+00	-6.6982113e+00	2.2445938e+00	-2.7334784e+00	1.9582091e+00	-3.2178443e+00	1.8903553e+00	-3.2680403e+00	2.6575176e+00	-5.6205156e+00	1.9124657e+00	-1.8841996e+00	2.5419342e+00	-1.9216729e+00	1.6143786e+00
-6.0000000e+00	-1.1430924e+00	1.9924943e+00	-6.9980056e-01	2.3003237e+00	-6.5501894e-01	1.7278888e+00	-4.5282113e+00	2.6042207e+00	-1.7584784e+00	2.0672819e+00	-5.7453443e+00	1.9932065e+00	-7.6455403e+00	2.5262563e+00	-7.2855156e+00	2.2336677e+00	-2.2716996e+00	2.1047571e+00	-3.7216729e+00	1.8291644e+00
-5.0000000e+00	3.6456058e-01	2.2902595e+00	1.0601995e+00	1.8658252e+00	-1.4775189e+00	2.1268903e+00	2.4288763e-02	2.3326811e+00	-2.5259784e+00	2.0843958e+00	-4.8828442e+00	1.9271863e+00	2.8195970e-01	2.9116156e+00	-6.3280156e+00	2.9472558e+00	-1.9266996e+00	2.4396179e+00	2.1358271e+00	1.9533437e+00
-4.0000000e+00	-1.4645210e+00	2.1900956e+00	-4.0823006e+00	1.6938104e+00	8.5498105e-01	2.0791880e+00	2.3467887e+00	2.5328524e+00	7.7152159e-01	1.8194181e+00	-4.0453442e+00	1.7618157e+00	-2.4005403e+00	2.3723903e+00	-1.9330156e+00	2.3651574e+00	-2.4816997e+00	2.1773488e+00	6.9082709e-01	1.9309038e+00
-3.0000000e+00	5.2017284e-01	2.2016327e+00	-2.2973006e+00	2.1007323e+00	2.4224811e+00	2.1870574e+00	1.4288727e-02	2.3545268e+00	-2.5234785e+00	2.0408474e+00	-3.5603442e+00	1.8960371e+00	-1.8405403e+00	2.7860680e+00	-3.0301557e-01	2.3128646e+00	5.5800365e-02	1.9678653e+00	-8.4667290e-01	1.8485627e+00
-2.0000000e+00	3.2854790e+00	2.3711744e+00	-3.1998006e+00	2.2363619e+00	1.4024811e+00	1.8772626e+00	-2.5232113e+00	2.2511444e+00	-2.9109785e+00	1.9331851e+00	-4.6784429e-01	1.9950485e+00	-2.1855403e+00	2.2653790e+00	-3.5430156e+00	2.0766135e+00	-5.3669962e-01	2.2158577e+00	3.4832707e-01	1.7060082e+00
