-1.0000000e+00	4.8667199e-03	2.4593791e+00	-3.1923006e+00	2.0849572e+00	3.2748108e-01	1.9482269e+00	-1.4532113e+00	1.8166277e+00	-2.7534785e+00	1.9402161e+00	-5.5034428e-01	1.8672644e+00	-4.1055403e+00	1.9339679e+00	-2.7051562e-01	2.2515614e+00	-2.4766996e+00	2.4753307e+00	9.8832711e-01	1.8843542e+00
0.0000000e+00	5.2532928e+01	1.9855366e+00	3.7300199e+01	2.2278537e+00	2.9284981e+01	2.3728194e+00	1.6376789e+01	2.5187802e+00	8.5240216e+00	2.0480870e+00	-7.7678443e+00	1.9240688e+00	-2.0935540e+01	2.2475033e+00	-3.1403016e+01	2.1103268e+00	-4.3716700e+01	2.6425572e+00	-5.0724173e+01	2.5837739e+00
1.0000000e+00	4.5668132e+01	4.6018009e+00	4.2917699e+01	3.6223179e+00	3.5232481e+01	2.2887991e+00	2.7401789e+01	2.3569760e+00	9.7040216e+00	2.3001694e+00	-1.1270344e+01	2.1729022e+00	-2.8370540e+01	2.8675155e+00	-3.8933016e+01	2.8556276e+00	-3.8696700e+01	3.8990304e+00	-4.6214173e+01	5.0759015e+00
2.0000000e+00	1.9864560e+01	6.5679366e+00	2.3377699e+01	4.3090474e+00	2.1954981e+01	3.2019576e+00	2.4406789e+01	3.0248876e+00	1.8166522e+01	2.4570358e+00	-1.0100344e+01	2.1781853e+00	-1.6115540e+01	3.5038093e+00	-1.9988016e+01	4.0026713e+00	-6.1491997e+00	5.0847989e+00	-3.2391730e+00	4.7468319e+00
3.0000000e+00	-5.0614599e+00	6.3609727e+00	6.2826994e+00	5.1261980e+00	1.1324981e+01	3.6856069e+00	1.4119289e+01	3.0746751e+00	1.2556522e+01	2.6795490e+00	-8.3953443e+00	2.5167411e+00	-6.7105404e+00	3.5125364e+00	-2.0755156e+00	4.7236424e+00	2.0533300e+01	4.0046819e+00	2.8208327e+01	5.3269736e+00
4.0000000e+00	-1.6413501e+01	6.0270138e+00	-2.6123006e+00	4.6267140e+00	-2.0000190e+00	3.6224146e+00	6.8842888e+00	3.0658075e+00	1.1129022e+01	2.8538991e+00	-8.8003443e+00	2.8525853e+00	-2.8580404e+00	3.4167627e+00	1.8319844e+00	7.1368019e+00	1.8835800e+01	4.6172939e+00	3.4483327e+01	4.9957868e+00
5.0000000e+00	-1.6556358e+01	5.4152684e+00	-1.2467301e+01	5.1113145e+00	-1.3275190e+00	3.6955016e+00	3.5742888e+00	2.9719538e+00	6.8740215e+00	3.0164203e+00	-2.7878443e+00	2.7557603e+00	-1.6804036e-01	3.3876078e+00	7.1169844e+00	4.4244707e+00	2.0640800e+01	3.9346192e+00	2.9990827e+01	4.0388909e+00
6.0000000e+00	-1.6000235e+01	5.4956682e+00	-1.4239801e+01	4.3488898e+00	-3.3125189e+00	3.4013836e+00	1.7267888e+00	3.3594902e+00	4.4615215e+00	2.6413485e+00	1.5946557e+00	2.2165524e+00	-1.0805403e+00	2.8559964e+00	1.0014484e+01	4.2480973e+00	1.9848300e+01	3.6444479e+00	1.7213327e+01	3.3927804e+00
7.0000000e+00	-1.1362480e+01	3.9686434e+00	-1.1499801e+01	3.5951704e+00	-5.5450189e+00	3.2931231e+00	-1.9032112e+00	3.1122859e+00	3.7640215e+00	2.4799679e+00	4.4965572e-01	2.4740134e+00	5.3619596e+00	2.7495378e+00	6.6244844e+00	4.1195821e+00	1.7733300e+01	3.9018849e+00	1.4853327e+01	3.0652196e+00
8.0000000e+00	-1.4658399e+01	3.1301380e+00	-1.4274801e+01	3.7130705e+00	-5.0875189e+00	3.2939479e+00	-1.8332112e+00	3.0519570e+00	1.4690216e+00	2.5993798e+00	3.3296557e+00	2.5733473e+00	-9.9054030e-01	2.6255101e+00	1.2534484e+01	4.6980705e+00	1.3373300e+01	4.0542678e+00	1.0430827e+01	3.3533476e+00
9.0000000e+00	-2.1678807e+01	3.1681879e+00	-1.4924801e+01	3.3180171e+00	-5.4975190e+00	3.4762030e+00	2.0928876e-01	2.7275224e+00	-3.2097847e-01	2.7022107e+00	-1.8034431e-01	2.9580030e+00	-8.3804033e-01	3.3047138e+00	4.5044844e+00	3.4370421e+00	1.4603300e+01	3.3365323e+00	1.1120827e+01	2.9397394e+00
1.0000000e+01	-2.2865031e+01	2.8573098e+00	-1.2947301e+01	2.5181162e+00	-3.7450190e+00	3.4992709e+00	-2.7357112e+00	3.0230704e+00	-2.5059784e+00	3.1643383e+00	-8.3034430e-01	2.4637042e+00	4.0195966e-01	3.1316875e+00	8.6444845e+00	3.2945643e+00	1.4668300e+01	3.3388314e+00	9.6133271e+00	2.6834228e+00
1.1000000e+01	-2.2765541e+01	2.9839708e+00	-1.6844801e+01	2.8505634e+00	-6.0000189e+00	3.4691757e+00	-1.9982113e+00	2.3992539e+00	-1.6659785e+00	2.7734693e+00	-6.1284426e-01	2.4341935e+00	-2.0054035e-01	2.9805968e+00	5.3919844e+00	2.8192202e+00	1.5480800e+01	3.5970597e+00	8.6633271e+00	3.0052622e+00
1.2000000e+01	-2.0806358e+01	3.4943133e+00	-2.0989801e+01	3.0682503e+00	-6.9525189e+00	2.8473750e+00	-8.8571125e-01	2.9730620e+00	1.5565215e+00	2.9965861e+00	1.4446557e+00	2.3196481e+00	2.3945963e-01	2.4858313e+00	6.5594844e+00	3.2912880e+00	1.2898300e+01	3.2768185e+00	6.9908271e+00	2.7516454e+00
1.3000000e+01	-1.6737480e+01	3.7956844e+00	-1.1444801e+01	3.8938603e+00	-5.8600190e+00	2.8025066e+00	1.2167887e+00	2.2399987e+00	-3.1184785e+00	2.4766250e+00	3.1646557e+00	2.7837971e+00	1.0119597e+00	2.6518530e+00	9.6869844e+00	2.9776084e+00	1.1325800e+01	3.1154214e+00	1.0118327e+01	2.9083958e+00
1.4000000e+01	-1.9678807e+01	3.0213408e+00	-1.4469801e+01	3.7729093e+00	-5.4713912e+00	2.7923569e+00	1.9342887e+00	3.0152132e+00	-3.7097845e-01	2.5488640e+00	1.4196557e+00	2.8733494e+00	-1.6280403e+00	2.1971643e+00	1.1404484e+01	3.4643079e+00	8.7283004e+00	2.7385619e+00	6.8358271e+00	2.5248078e+00
1.5000000e+01	-2.1201766e+01	3.2237168e+00	-1.1104801e+01	3.2430075e+00	-6.2009830e+00	2.9289177e+00	1.0742887e+00	2.8314438e+00	2.8790216e+00	2.8774292e+00	1.4221556e+00	3.8269599e+00	2.2869597e+00	2.6439254e+00	4.0694844e+00	3.1977308e+00	9.7958004e+00	2.8104453e+00	1.0585827e+01	2.9425804e+00
1.6000000e+01	-1.9265542e+01	3.6188431e+00	-1.4367301e+01	3.4729183e+00	-3.4713912e+00	2.9072280e+00	4.3542887e+00	3.0905548e+00	-4.5884784e+00	2.6401453e+00	1.9196558e+00	2.5583301e+00	7.4945967e-01	2.7767636e+00	7.2698443e-01	2.4398528e+00	1.2790800e+01	2.9483699e+00	7.9258271e+00	3.0004472e+00
1.7000000e+01	-1.5867582e+01	3.4117539e+00	-1.2509801e+01	3.4276466e+00	-2.2571055e+00	2.8914942e+00	7.4428874e-01	3.1640079e+00	-3.7309785e+00	2.7189124e+00	4.9546557e+00	2.4559385e+00	2.4594596e+00	3.1016449e+00	6.4948444e-01	3.3374229e+00	7.7933004e+00	3.4214040e+00	7.9933271e+00	2.9018972e+00
1.8000000e+01	-2.0806358e+01	3.3852267e+00	-1.5187301e+01	3.1927392e+00	-6.2188402e+00	2.7946620e+00	-1.3057112e+00	3.0265550e+00	-1.1884784e+00	3.1124397e+00	2.5546557e+00	2.9579220e+00	8.9459654e-02	2.9653673e+00	3.7344844e+00	3.5741954e+00	6.5408003e+00	3.2951841e+00	4.6808271e+00	3.0344283e+00
1.9000000e+01	-2.1839521e+01	3.4745056e+00	-1.2097301e+01	3.3281915e+00	-8.3846565e+00	2.8196093e+00	-3.6557112e+00	2.6629053e+00	-4.7809785e+00	2.6303673e+00	1.2096557e+00	3.0737706e+00	8.2445969e-01	2.7854324e+00	3.1294844e+00	3.1636234e+00	9.1523305e+00	2.9975564e+00	5.6758271e+00	3.4464082e+00
2.0000000e+01	-1.6291052e+01	3.5913355e+00	-1.3189801e+01	3.3690592e+00	-4.4101667e+00	2.1748179e+00	-2.9007113e+00	2.4857034e+00	-4.4434784e+00	3.2477944e+00	2.0146557e+00	3.3493143e+00	-2.0705403e+00	2.5820126e+00	8.3394844e+00	3.0504366e+00	2.9125346e+00	3.3332004e+00	5.8858271e+00	3.1604981e+00
