200
1	-6.61052	0.963162	0.493732	-0.473594	-0.0198957	0	0	0	-8.23438e-05 				0	-7.71531e-05	8.52925e-05	0.00333647	0	0	0	0	0	0
2	-8.67595	0.549193	0.912618	-0.0387841	0.170689	0	0	0	-8.46699e-05 				0	-4.43352e-05	9.50172e-05	0.00327346	0	0	0	0	0	0
3	-8.12624	0.915778	-0.0549951	0.861318	0.364012	0	0	0	8.06577e-05 				0	-9.2196e-05	-3.48352e-05	-0.00277602	0	0	0	0	0	0
4	-8.61147	0.704434	0.220571	-0.447177	0.0759352	0	0	0	-3.00923e-05 				0	2.5334e-05	8.91126e-05	0.00889752	0	0	0	0	0	0
5	-6.6265	0.891205	0.13987	-0.860253	0.0429284	0	0	0	1.25497e-05 				0	-8.56602e-05	9.2924e-05	0.00319522	0	0	0	0	0	0
6	-7.45209	0.863035	0.43521	-0.44965	-0.106335	0	0	0	-6.60661e-05 				0	-1.88328e-05	8.96983e-05	0.00476754	0	0	0	0	0	0
7	-6.71824	0.950153	0.452474	-0.493045	0.005359	0	0	0	-9.81977e-05 				0	-2.35539e-05	6.26937e-05	0.00450744	0	0	0	0	0	0
8	-8.6267	0.708343	0.221932	-0.426517	0.0929623	0	0	0	-2.47528e-05 				0	-1.15718e-05	9.9137e-05	0.00879952	0	0	0	0	0	0
9	-6.08935	0.94249	0.247679	-0.749119	0.0588466	0	0	0	-2.27783e-05 				0	-8.72846e-05	8.02267e-05	0.00351329	0	0	0	0	0	0
10	-7.31526	0.83561	0.187365	-0.799886	0.0565583	0	0	0	-4.85511e-05 				0	3.92022e-05	7.69557e-05	0.00561074	0	0	0	0	0	0
11	-6.95813	0.871828	0.273486	-0.596223	0.0641154	0	0	0	-5.73422e-05 				0	-4.06346e-06	9.74917e-05	0.00427321	0	0	0	0	0	0
12	-7.152	0.843085	0.277124	-0.533798	0.073733	0	0	0	-7.97612e-05 				0	3.3119e-05	9.04901e-05	0.0062902	0	0	0	0	0	0
13	-6.41182	0.910266	0.210673	-0.789941	0.0687459	0	0	0	-3.6625e-05 				0	-3.55202e-05	8.07802e-05	0.00409458	0	0	0	0	0	0
14	-7.19716	0.84917	0.369196	-0.428745	0.0534465	0	0	0	-8.67106e-05 				0	3.35453e-05	9.98519e-05	0.00539742	0	0	0	0	0	0
15	-8.01113	0.721735	0.653437	-0.161876	0.0711507	0	0	0	-8.51632e-05 				0	-3.57814e-05	9.54675e-05	0.00475902	0	0	0	0	0	0
16	-8.38064	0.807891	2.57137e-05	0.838058	0.330013	0	0	0	4.79584e-05 				0	2.09306e-05	-9.94855e-05	-0.0027162	0	0	0	0	0	0
17	-6.44759	0.95199	0.340235	-0.610904	0.0395501	0	0	0	-9.05426e-05 				0	-4.92992e-06	7.66476e-05	0.00417679	0	0	0	0	0	0
18	-8.0637	0.716165	0.595349	-0.169023	0.0815966	0	0	0	-8.39455e-05 				0	-3.38241e-05	9.88629e-05	0.00486578	0	0	0	0	0	0
